Date,Open,High,Low,Close,Adj Close,Volume
2002-10-18,39.851555,39.851555,38.385586,39.666527,20.826193,2250592
2002-10-21,39.509968,41.260590,39.040291,41.217892,21.640709,1889101
2002-10-22,40.990170,40.990170,39.424572,39.552666,20.766415,1245231
2002-10-23,39.552666,40.136208,38.285957,39.196850,20.579592,2990368
2002-10-24,40.207371,40.207371,35.297089,35.539047,18.659126,7101605
2002-10-25,34.514290,38.285957,34.443127,38.072468,19.989267,4707189
2002-10-28,38.001301,38.072468,36.990780,37.261204,19.563330,2300759
2002-10-29,37.275436,37.275436,36.321842,36.834221,19.339148,1932452
2002-10-30,36.862686,37.161572,36.350307,37.005013,19.428814,1761226
2002-10-31,37.005013,37.858974,36.578033,36.990780,19.421345,2453927
2002-11-01,36.634964,37.716648,36.549568,37.688183,19.787500,1343175
2002-11-04,37.858974,38.115166,36.748825,37.005013,19.428814,1773311
2002-11-05,37.005013,37.844742,36.862686,37.588554,19.735189,1472314
2002-11-06,38.428284,39.495735,37.858974,39.424572,20.699156,3084377
2002-11-07,39.139919,39.353409,37.431995,37.716648,19.802450,1600891
2002-11-08,37.787811,38.613308,36.905384,37.759346,19.824858,2570490
2002-11-11,37.431995,37.844742,36.008724,36.250683,19.032766,1231460
2002-11-12,36.151051,38.200562,36.151051,37.232738,19.548370,2819915
2002-11-13,37.190041,38.143627,36.592266,37.716648,19.802450,2388444
2002-11-14,38.001301,39.638062,38.001301,39.638062,20.811245,2002853
2002-11-15,38.812565,39.495735,38.556377,39.139919,20.549711,1735722
2002-11-18,39.139919,39.296478,38.456749,38.684471,20.310575,1306780
2002-11-19,38.570610,39.737690,38.285957,39.339176,20.654320,1243334
2002-11-20,38.784100,40.065044,38.656006,39.993881,20.998075,1848841
2002-11-21,40.065044,41.730270,39.595364,41.730270,21.909721,2539083
2002-11-22,41.630638,42.384972,40.634350,41.246357,21.655651,2157005
2002-11-25,41.061333,42.513065,40.847843,42.513065,22.320723,1785888
2002-11-26,41.986458,42.797722,41.630638,42.427670,22.275877,3261785
2002-11-27,42.441902,43.836708,42.342274,43.836708,23.015675,1650776
2002-11-29,44.832996,45.829285,44.591042,45.402306,23.837654,2288112
2002-12-02,45.800819,45.843517,43.096607,43.381264,22.776546,2367014
2002-12-03,42.712326,43.466660,42.555763,42.584232,22.358070,1885799
2002-12-04,41.972225,43.238934,41.417149,42.484604,22.305779,1671082
2002-12-05,42.342274,42.641163,41.844131,41.844131,21.969500,1075341
2002-12-06,41.488312,42.399204,41.345985,42.342274,22.231043,1229563
2002-12-09,41.630638,42.271111,41.402916,41.602177,21.842466,1711552
2002-12-10,41.559479,41.915295,41.374451,41.872597,21.984455,1396713
2002-12-11,41.630638,43.708614,41.488312,43.281631,22.724241,2471211
2002-12-12,43.409725,43.409725,41.488312,41.488312,21.782688,2488987
2002-12-13,40.919006,42.128784,40.719749,41.345985,21.707960,3282161
2002-12-16,41.260590,43.253166,40.904774,43.210468,22.686880,3078615
2002-12-17,42.698093,42.868885,42.342274,42.484604,22.305779,3723890
2002-12-18,42.014923,42.683861,41.787201,42.000690,22.051699,3345887
2002-12-19,41.701805,42.342274,41.445614,41.616405,21.849955,2296613
2002-12-20,42.555763,42.570000,41.986458,42.555763,22.343136,3290311
2002-12-23,42.199947,42.527302,41.787201,42.214180,22.163797,1925636
2002-12-24,42.527302,42.769257,42.427670,42.683861,22.410397,729869
2002-12-26,42.840420,43.623219,42.783489,42.982746,22.567316,1276005
2002-12-27,42.498837,42.641163,41.417149,41.431381,21.996792,1162745
2002-12-30,41.630638,41.972225,41.089798,41.929527,22.261282,1232163
2002-12-31,41.844131,42.370739,41.431381,42.271111,22.442635,1123680
2003-01-02,42.626930,43.523590,42.000690,43.352798,23.016926,1636022
2003-01-03,43.096607,43.238934,42.399204,43.196236,22.933798,1945801
2003-01-06,43.196236,43.964802,43.053909,43.964802,23.341848,2541753
2003-01-07,43.865173,44.263687,43.608986,43.893639,23.304068,2183493
2003-01-08,43.907871,43.907871,43.053909,43.153538,22.911139,1797621
2003-01-09,43.153538,43.950569,42.982746,43.552055,23.122721,1998356
2003-01-10,43.552055,43.964802,42.769257,43.680149,23.190708,1621829
2003-01-13,43.836708,44.334854,43.552055,43.836708,23.273832,2071708
2003-01-14,44.192528,44.220989,43.637451,44.220989,23.477859,1491425
2003-01-15,43.836708,44.007500,43.466660,43.765545,23.236057,2060678
2003-01-16,43.765545,44.548344,43.751312,44.334854,23.538319,1479621
2003-01-17,43.979034,44.448715,43.765545,43.779778,23.243616,1784623
2003-01-21,44.050198,44.121361,43.338566,43.509357,23.100048,1990698
2003-01-22,43.295864,43.708614,42.925816,43.053909,22.858232,2144077
2003-01-23,43.196236,43.552055,42.897350,43.338566,23.009369,1733684
2003-01-24,43.267399,43.338566,41.772968,41.986458,22.291512,1642486
2003-01-27,42.000690,42.000690,40.634350,41.004402,21.770115,2511471
2003-01-28,41.175194,41.730270,40.563187,41.289055,21.921236,2566204
2003-01-29,41.303288,41.673340,40.207371,41.417149,21.989248,2166420
2003-01-30,40.250069,41.559479,39.566898,39.851555,21.158043,5687678
2003-01-31,40.193138,41.630638,39.837318,41.360218,21.959021,4395302
2003-02-03,40.961704,41.260590,40.406628,40.805145,21.664322,2454700
2003-02-04,40.733978,40.805145,39.894253,40.733978,21.626532,1917908
2003-02-05,40.748215,41.602177,40.662815,40.975937,21.755001,1948682
2003-02-06,40.847843,40.975937,40.207371,40.534721,21.520746,1838091
2003-02-07,40.776676,40.847843,39.851555,40.178905,21.331825,1565269
2003-02-10,40.136208,40.563187,39.524200,40.463558,21.482965,1636443
2003-02-11,40.563187,40.563187,39.609596,39.794621,21.127806,1465218
2003-02-12,39.808853,40.022346,39.154152,39.211082,20.818003,1676703
2003-02-13,39.068756,39.310711,38.485214,38.912193,20.659311,2051333
2003-02-14,38.869495,39.481503,38.513680,39.396107,20.916233,1917275
2003-02-18,39.538433,40.705517,39.538433,40.563187,21.535858,2026390
2003-02-19,40.563187,40.563187,39.638062,39.979649,21.226049,1072530
2003-02-20,39.823090,40.008114,39.068756,39.154152,20.787767,1364956
2003-02-21,39.282246,40.079277,39.054523,40.079277,21.278940,2756329
2003-02-24,40.079277,40.079277,38.357121,38.385586,20.379725,3691921
2003-02-25,37.858974,37.930138,36.862686,37.716648,20.024576,4867946
2003-02-26,37.901672,38.371353,37.745113,38.157864,20.258821,2831789
2003-02-27,38.157864,38.513680,37.858974,38.399818,20.387281,2734900
2003-02-28,38.172096,38.855263,37.987068,38.855263,20.629089,3946687
2003-03-03,39.026058,39.139919,38.300190,38.300190,20.334389,2141337
2003-03-04,38.314423,38.328655,36.777290,36.933849,19.608969,2238156
2003-03-05,37.104641,37.617020,36.748825,37.617020,19.971670,2132133
2003-03-06,37.218506,37.275436,36.151051,36.506870,19.382278,2468611
2003-03-07,36.506870,37.147339,35.951794,37.033478,19.661865,2586017
2003-03-10,36.791523,37.147339,36.008724,36.094120,19.163132,1822283
2003-03-11,35.795235,36.264912,35.724072,35.809467,19.012007,2266120
2003-03-12,35.681374,36.222214,35.339787,36.222214,19.231136,2053722
2003-03-13,37.503159,38.285957,37.019245,38.271725,20.319273,2892635
2003-03-14,38.613308,39.068756,37.802044,38.812565,20.606426,2502126
2003-03-17,38.812565,40.378162,38.314423,40.378162,21.437626,2562058
2003-03-18,40.919006,41.132496,40.164673,41.075565,21.807888,3061612
2003-03-19,41.089798,41.260590,40.335464,40.563187,21.535858,2613911
2003-03-20,40.563187,40.662815,39.808853,40.563187,21.535858,1577494
2003-03-21,41.374451,42.726559,41.061333,42.726559,22.684437,3087328
2003-03-24,41.573708,41.986458,40.563187,40.677048,21.596312,1800572
2003-03-25,40.563187,41.175194,40.321232,40.563187,21.535858,1999832
2003-03-26,40.776676,40.876308,40.093510,40.833611,21.937290,2078524
2003-03-27,40.349697,40.492023,39.723457,40.221603,21.608496,1519318
2003-03-28,39.922714,40.264301,39.780388,40.250069,21.623785,1580375
2003-03-31,36.876919,39.851555,36.876919,39.296478,21.111494,1903293
2003-04-01,39.296478,39.851555,38.712936,39.552666,21.249119,2282280
2003-04-02,40.378162,40.919006,39.922714,40.563187,21.792007,2045853
2003-04-03,40.563187,40.662815,39.922714,39.993881,21.486158,1718859
2003-04-04,40.691280,41.104031,40.548954,41.047100,22.051989,2168879
2003-04-07,42.271111,42.911583,41.061333,41.203659,22.136099,2688176
2003-04-08,41.274822,41.345985,40.463558,40.776676,21.906706,1688296
2003-04-09,39.680759,41.075565,39.609596,39.709225,21.333233,2534376
2003-04-10,40.036579,40.335464,39.666527,40.335464,21.669670,1891771
2003-04-11,41.018635,41.260590,39.979649,39.979649,21.478516,1754411
2003-04-14,39.979649,41.061333,39.979649,41.061333,22.059633,1847015
2003-04-15,41.260590,42.840420,40.776676,42.797722,22.992487,4892467
2003-04-16,42.968513,43.053909,42.171482,42.271111,22.709574,3817196
2003-04-17,42.199947,43.409725,42.199947,43.125072,23.168352,2949617
2003-04-21,43.253166,43.765545,43.025444,43.210468,23.214226,2531846
2003-04-22,43.210468,44.192528,42.712326,44.192528,23.741827,2517162
2003-04-23,43.836708,44.946857,43.552055,44.804531,24.070614,3990038
2003-04-24,45.146114,45.715424,44.946857,45.288445,24.330587,5348108
2003-04-25,45.288445,45.544632,43.594753,43.936337,23.604193,2580326
2003-04-28,44.121361,45.630028,44.064430,45.630028,24.514112,3135526
2003-04-29,46.099709,46.896736,45.615795,45.985847,24.705265,3588287
2003-04-30,45.985847,46.896736,45.743889,46.455524,24.957581,3111919
2003-05-01,46.455524,46.455524,44.633739,45.587330,24.491159,2906968
2003-05-02,45.259979,45.985847,45.160351,45.957378,24.689964,2304412
2003-05-05,46.042774,46.113941,45.345375,45.871983,24.644087,1736846
2003-05-06,45.886215,46.256268,45.402306,45.686958,24.544683,1982899
2003-05-07,45.402306,45.544632,44.704903,45.131886,24.246481,2795394
2003-05-08,44.562576,45.131886,44.334854,44.434483,23.871809,1799237
2003-05-09,44.904160,45.501934,44.292156,45.501934,24.445280,1571171
2003-05-12,45.331142,46.469757,44.889927,46.284733,24.865833,2110844
2003-05-13,46.256268,46.256268,45.316910,45.530399,24.460579,1835281
2003-05-14,45.686958,45.743889,44.832996,45.373840,24.376467,1938283
2003-05-15,45.245747,45.658493,45.188816,45.501934,24.445280,2657191
2003-05-16,45.459236,45.544632,44.776066,45.473469,24.430000,2769890
2003-05-19,45.473469,45.473469,43.765545,43.907871,23.588892,1902380
2003-05-20,44.135593,44.790298,44.135593,44.790298,24.062969,2705531
2003-05-21,44.334854,44.818764,44.235226,44.391785,23.848875,2131360
2003-05-22,44.334854,44.391785,43.694382,44.050198,23.665367,2212862
2003-05-23,44.035965,44.249454,43.680149,44.192528,23.741827,1589931
2003-05-27,44.135593,45.046490,43.765545,45.046490,24.200609,2910200
2003-05-28,45.046490,45.416538,44.548344,44.918392,24.131784,2322961
2003-05-29,45.316910,45.459236,44.349087,44.633739,23.978857,1907298
2003-05-30,44.633739,45.473469,43.409725,45.259979,24.315302,2686560
2003-06-02,45.501934,45.815052,45.060719,45.117653,24.238827,2203939
2003-06-03,45.117653,45.530399,44.847229,45.259979,24.315302,1859872
2003-06-04,45.274212,45.815052,45.259979,45.686958,24.544683,2647074
2003-06-05,45.544632,45.758121,45.259979,45.544632,24.468225,1704385
2003-06-06,45.615795,45.800819,45.302677,45.359608,24.368816,2072481
2003-06-09,45.046490,45.259979,44.605274,45.046490,24.200609,1822423
2003-06-10,45.188816,45.615795,45.117653,45.302677,24.338238,2057094
2003-06-11,45.302677,45.316910,44.605274,44.975323,24.162369,2845841
2003-06-12,45.402306,45.644260,44.904160,45.615795,24.506456,2697099
2003-06-13,45.601563,45.615795,44.904160,45.046490,24.200609,2021332
2003-06-16,45.245747,45.530399,45.046490,45.445004,24.414698,1957183
2003-06-17,45.359608,45.473469,44.989555,45.259979,24.315302,2842890
2003-06-18,45.359608,45.516167,44.975323,45.302677,24.338238,3096672
2003-06-19,45.231514,45.359608,44.918392,45.188816,24.277061,2573862
2003-06-20,45.302677,45.473469,45.160351,45.259979,24.315302,4551843
2003-06-23,45.259979,45.259979,44.548344,44.605274,23.963577,3289679
2003-06-24,44.605274,45.259979,44.406017,45.046490,24.200609,3366965
2003-06-25,44.861462,45.316910,44.690670,44.790298,24.062969,2461796
2003-06-26,44.306389,45.359608,43.936337,45.117653,24.499630,2688528
2003-06-27,44.975323,44.975323,43.907871,43.964802,23.873619,2073676
2003-06-30,43.850941,44.434483,43.694382,44.064430,23.927717,2106698
2003-07-01,44.064430,44.064430,42.427670,43.993267,23.889080,2199232
2003-07-02,43.993267,44.462948,43.836708,44.320621,24.066833,1911303
2003-07-03,44.320621,44.320621,43.338566,43.566288,23.657217,1532036
2003-07-07,43.537823,44.477180,43.423962,44.477180,24.151857,4875464
2003-07-08,44.477180,44.548344,44.121361,44.406017,24.113201,2552714
2003-07-09,44.363319,44.576809,44.149830,44.377552,24.097746,1343596
2003-07-10,44.377552,44.377552,43.210468,43.466660,23.603111,2500159
2003-07-11,43.708614,44.107128,43.552055,43.936337,23.858160,1343104
2003-07-14,44.121361,44.761833,43.979034,44.505646,24.167307,2889544
2003-07-15,44.790298,44.818764,43.836708,44.007500,23.896805,2324155
2003-07-16,44.164059,44.249454,43.281631,43.438194,23.587664,2238507
2003-07-17,43.139305,43.637451,43.096607,43.552055,23.649490,2602388
2003-07-18,43.623219,44.548344,43.580521,44.477180,24.151857,3620747
2003-07-21,44.462948,44.477180,44.092896,44.135593,23.966354,3141147
2003-07-22,44.249454,45.416538,44.164059,45.416538,24.661926,3109600
2003-07-23,45.544632,45.829285,45.074951,45.473469,24.692854,3120280
2003-07-24,46.839806,48.505032,46.839806,48.035355,26.083996,8502464
2003-07-25,48.035355,48.889317,47.665302,48.889317,26.547709,3766538
2003-07-28,49.600952,50.241421,49.173969,49.956768,27.127363,5454764
2003-07-29,49.956768,50.113327,48.846619,49.885605,27.088713,3293262
2003-07-30,49.885605,49.956768,49.316296,49.700581,26.988251,2434816
2003-07-31,50.099094,51.081150,49.700581,50.241421,27.281925,3669438
2003-08-01,50.156025,50.156025,49.529785,49.743279,27.011421,2910833
2003-08-04,49.743279,49.857140,48.818153,49.643650,26.957323,1552763
2003-08-05,49.529785,49.586720,48.718521,48.746990,26.470415,2031941
2003-08-06,48.106518,49.060108,47.964191,48.391171,26.277205,2591638
2003-08-07,48.391171,48.533497,47.807632,48.391171,26.277205,2406852
2003-08-08,49.102806,49.102806,48.433868,48.604664,26.393143,2505850
2003-08-11,48.433868,48.618896,47.579906,48.320007,26.238562,2520253
2003-08-12,48.320007,48.462334,47.708000,48.305775,26.230837,2295840
2003-08-13,48.035355,48.248844,47.679539,47.921494,26.022169,2204572
2003-08-14,47.893028,48.433868,47.608372,48.206146,26.176741,3238458
2003-08-15,48.462334,48.604664,47.779163,48.106518,26.122629,1179959
2003-08-18,48.690060,48.718521,48.220379,48.547729,26.362223,2241318
2003-08-19,48.732758,49.401691,48.547729,49.003178,26.609533,2280664
2003-08-20,49.031643,49.330528,48.860851,49.088573,26.655909,2044518
2003-08-21,49.102806,49.857140,49.074341,49.629417,26.949587,2853711
2003-08-22,49.615185,49.672115,48.690060,48.818153,26.509064,2037983
2003-08-25,48.675823,48.789688,48.106518,48.519264,26.346769,1246426
2003-08-26,48.519264,48.547729,47.508743,48.263077,26.207640,2005523
2003-08-27,48.078053,48.661594,48.035355,48.647362,26.416321,1331652
2003-08-28,48.746990,49.131271,48.106518,49.060108,26.640469,1406690
2003-08-29,48.832386,49.173969,48.604664,49.145504,26.686821,1343104
2003-09-02,49.173969,49.771744,48.704292,49.558254,26.910969,1873152
2003-09-03,49.615185,49.814442,49.373226,49.600952,26.934145,1779775
2003-09-04,48.547729,48.846619,48.291542,48.675823,26.431787,2405658
2003-09-05,48.348473,48.533497,47.807632,48.120750,26.130373,2488706
2003-09-08,48.120750,48.405403,47.679539,48.248844,26.199926,2592411
2003-09-09,48.106518,48.149216,47.537209,47.878796,25.998983,1437605
2003-09-10,47.878796,47.893028,46.412827,46.711712,25.365227,3121123
2003-09-11,46.967903,47.323719,46.398594,47.110229,25.581636,2286987
2003-09-12,47.181393,48.320007,46.711712,48.078053,26.107176,2761950
2003-09-15,48.078053,48.220379,47.594139,47.750702,25.929415,1906596
2003-09-16,47.693768,48.234612,47.693768,48.106518,26.122629,2106417
2003-09-17,47.736465,47.949959,47.409115,47.551441,25.821215,1971868
2003-09-18,47.551441,47.949959,47.466045,47.878796,25.998983,1878070
2003-09-19,47.779163,48.021122,47.565674,47.750702,25.929415,1787223
2003-09-22,47.750702,47.750702,46.654781,46.797108,25.411610,2089484
2003-09-23,46.626316,47.024834,46.284733,46.982136,25.512083,1916924
2003-09-24,47.039066,47.110229,45.829285,46.540920,25.272499,2694570
2003-09-25,46.612083,46.811340,45.871983,46.455524,25.226116,2641523
2003-09-26,45.971615,46.583618,45.971615,46.384361,25.448666,1829520
2003-09-29,47.394882,47.480278,46.896736,47.053299,25.815678,3075032
2003-09-30,47.053299,47.053299,45.843517,46.313198,25.409616,2466152
2003-10-01,46.540920,47.466045,46.341663,47.394882,26.003088,2216797
2003-10-02,47.608372,48.035355,46.142406,47.693768,26.167070,1978472
2003-10-03,47.693768,49.743279,47.693768,49.031643,26.901094,4062196
2003-10-06,48.803921,49.074341,48.604664,48.889317,26.823013,1344861
2003-10-07,48.889317,48.889317,47.636837,48.320007,26.510656,2518848
2003-10-08,48.675823,48.889317,48.490799,48.576199,26.651211,1576862
2003-10-09,48.818153,49.159737,48.320007,48.690060,26.713684,2199021
2003-10-10,48.690060,48.803921,48.462334,48.604664,26.666840,1156562
2003-10-13,48.746990,49.387459,48.746990,49.145504,26.963562,1045972
2003-10-14,49.472855,49.672115,48.974712,49.287830,27.041655,1404302
2003-10-15,49.444389,49.942535,49.259365,49.785976,27.314945,2802701
2003-10-16,49.586720,50.696869,49.586720,50.042164,27.455498,2456316
2003-10-17,50.198723,50.526077,49.928303,50.099094,27.486738,2141407
2003-10-20,50.184490,50.711102,50.184490,50.597240,27.760065,1571733
2003-10-21,50.597240,51.323109,50.454914,51.052685,28.009939,2560653
2003-10-22,50.454914,50.469147,49.245132,49.600952,27.213446,2804879
2003-10-23,48.348473,51.892414,48.348473,51.550831,28.283236,3925890
2003-10-24,51.550831,52.419025,51.237713,52.077438,28.572176,4060369
2003-10-27,52.447491,53.016796,52.077438,52.589817,28.853275,3831459
2003-10-28,52.660980,52.789074,52.162834,52.419025,28.759565,2922847
2003-10-29,52.162834,53.187592,51.750088,52.945637,29.048502,2108455
2003-10-30,53.543407,54.354671,53.244522,53.927692,29.587290,2391184
2003-10-31,54.155415,54.440067,53.415314,53.643036,29.431133,1822494
2003-11-03,53.443779,54.084251,53.401081,53.913460,29.579489,1361794
2003-11-04,53.514942,53.799599,53.372616,53.529175,29.368654,1857905
2003-11-05,53.529175,53.870762,53.102196,53.671501,29.446743,1493673
2003-11-06,53.586105,54.169647,53.329918,54.070019,29.665394,1379219
2003-11-07,53.401081,53.870762,53.358383,53.571873,29.392078,2034049
2003-11-10,53.287220,53.500710,52.803307,52.931400,29.040684,1235395
2003-11-11,52.034740,52.675213,51.949345,52.504421,28.806425,1577986
2003-11-12,52.433258,52.974098,52.219769,52.945637,29.048502,1345985
2003-11-13,52.945637,52.959866,52.347862,52.689445,28.907930,1171879
2003-11-14,53.045265,54.055786,52.945637,53.144894,29.157816,2387320
2003-11-17,53.144894,53.201824,52.646748,52.974098,29.064121,2528193
2003-11-18,52.974098,53.087963,52.034740,52.234001,28.658049,1483204
2003-11-19,52.234001,52.703678,51.920879,52.390560,28.743965,1763966
2003-11-20,52.105907,52.703678,51.465435,52.134373,28.603401,1456716
2003-11-21,52.376328,52.860237,51.593529,51.807018,28.423788,2485966
2003-11-24,52.020508,53.272987,52.006275,52.803307,28.970415,1940391
2003-11-25,53.159126,53.372616,52.660980,53.073730,29.118765,1453414
2003-11-26,53.073730,54.055786,53.073730,53.884995,29.563877,1817716
2003-11-28,53.586105,53.899223,53.443779,53.443779,29.321806,545856
2003-12-01,53.799599,54.795883,53.671501,54.795883,30.063639,2221575
2003-12-02,54.781654,55.222866,54.596626,54.738956,30.032379,2329706
2003-12-03,54.653557,56.005665,54.653557,55.550217,30.477495,2192557
2003-12-04,55.550217,56.261852,55.322495,55.934502,30.688347,2352189
2003-12-05,55.422123,55.763710,54.781654,55.009377,30.180759,1742818
2003-12-08,55.009377,55.721012,54.810120,55.706779,30.563389,1300597
2003-12-09,56.489574,57.201210,56.276085,56.717300,31.117813,4016104
2003-12-10,56.930790,56.930790,56.062595,56.219154,30.844503,3421769
2003-12-11,56.233387,56.560741,55.834873,56.489574,30.992870,1957324
2003-12-12,56.489574,56.774231,56.304550,56.731533,31.125622,1762421
2003-12-15,56.973488,57.172745,56.489574,56.759998,31.141235,1658786
2003-12-16,56.617672,57.357773,56.503811,57.357773,31.469198,2082950
2003-12-17,57.044651,57.058884,56.546509,57.001953,31.273989,1853479
2003-12-18,56.788464,57.998241,56.546509,57.998241,31.820608,2521729
2003-12-19,57.998241,58.012474,57.215443,57.713589,31.664415,2456808
2003-12-22,57.713589,58.681412,57.528564,58.667179,32.187603,1827974
2003-12-23,58.496387,58.809505,58.354061,58.738342,32.226650,1240172
2003-12-24,58.724110,59.136860,58.581783,59.051460,32.398430,657922
2003-12-26,59.065697,59.350349,58.866436,59.264954,32.515575,388401
2003-12-29,58.709877,59.777328,58.225964,59.777328,33.062664,2415284
2003-12-30,59.421513,59.706165,58.026707,58.439457,32.322704,2015149
2003-12-31,58.339828,59.264954,58.211735,59.165321,32.724194,1675297
2004-01-02,59.165321,59.421513,58.396759,58.539085,32.377811,1581218
2004-01-05,58.581783,60.602825,58.539085,59.649235,32.991837,1851652
2004-01-06,59.350349,59.478443,58.282894,58.966064,32.613972,1498100
2004-01-07,58.638714,59.208023,57.927078,59.094158,32.684834,2451749
2004-01-08,59.037228,60.389336,59.008762,60.332405,33.369686,2050279
2004-01-09,59.848492,59.862724,58.354061,58.467922,32.338478,1737970
2004-01-12,58.225964,59.208023,58.012474,59.122623,32.700565,2388022
2004-01-13,59.350349,59.492676,58.368294,58.709877,32.472267,2137473
2004-01-14,58.795273,58.923367,58.211735,58.410992,32.306965,1638340
2004-01-15,58.638714,58.709877,57.870148,57.912846,32.031448,1790876
2004-01-16,58.339828,58.596016,58.069405,58.510620,32.362072,2170495
2004-01-20,57.642426,58.325596,57.613960,57.798985,31.968470,2274692
2004-01-21,57.685123,59.051460,56.717300,58.781040,32.511631,3588568
2004-01-22,58.638714,58.638714,57.927078,58.055172,32.110157,2839869
2004-01-23,57.870148,58.240196,57.144279,57.300838,31.692953,2684101
2004-01-26,57.215443,57.998241,57.215443,57.912846,32.031448,2408890
2004-01-27,57.927078,58.339828,57.599728,57.756287,31.944847,2638783
2004-01-28,57.756287,59.919655,57.642426,58.496387,32.354198,4677680
2004-01-29,60.844784,60.844784,58.069405,58.724110,32.480148,5006149
2004-01-30,58.923367,59.891190,58.809505,59.706165,33.023323,3248436
2004-02-02,59.065697,59.848492,59.051460,59.321884,32.810776,3066109
2004-02-03,59.378815,59.421513,57.984009,58.339828,32.267605,2910341
2004-02-04,57.998241,59.165321,57.912846,58.709877,32.472267,2669136
2004-02-05,58.709877,59.976585,58.510620,59.649235,32.991837,2431303
2004-02-06,59.421513,60.488964,59.208023,59.876957,33.117802,2063699
2004-02-09,59.919655,60.061981,59.421513,59.478443,32.897369,2108666
2004-02-10,60.061981,60.474731,59.208023,60.061981,33.220119,1716119
2004-02-11,59.777328,62.196888,59.706165,62.097260,34.345833,3824995
2004-02-12,61.627579,62.566936,61.570648,62.381912,34.503277,3255743
2004-02-13,62.054562,62.623871,61.172134,61.613346,34.078175,2178364
2004-02-17,61.200600,62.125725,61.200600,61.385624,33.952213,1841464
2004-02-18,61.271763,62.424610,61.200600,61.912235,34.243504,1790314
2004-02-19,61.883770,62.566936,61.385624,61.428322,33.975842,1946434
2004-02-20,61.841072,62.324982,60.602825,60.944412,33.708183,2690003
2004-02-23,61.058273,61.257530,60.944412,61.143669,33.818401,1688085
2004-02-24,60.773617,61.342926,60.488964,60.972878,33.723946,1874065
2004-02-25,60.972878,62.453075,60.873245,62.268051,34.440292,2714875
2004-02-26,61.442554,61.755672,61.285995,61.399857,33.960094,1661034
2004-02-27,61.399857,62.410378,61.357159,61.869537,34.219879,2065666
2004-03-01,61.940701,62.936989,61.940701,62.296516,34.456036,2338348
2004-03-02,62.296516,62.510006,61.357159,61.385624,33.952213,1996248
2004-03-03,61.200600,61.342926,60.816315,61.200600,33.849895,2308909
2004-03-04,61.229065,61.798370,60.915943,61.627579,34.086052,1401210
2004-03-05,60.844784,61.200600,59.990822,60.218544,33.306709,3020299
2004-03-08,59.905422,60.460499,59.506908,59.549606,32.936718,3380245
2004-03-09,61.556416,61.556416,57.628193,58.225964,32.204636,4276069
2004-03-10,57.969776,58.126335,56.290318,56.802696,31.417419,3719534
2004-03-11,55.194401,57.343536,54.795883,55.479053,30.685324,5204987
2004-03-12,56.503811,56.930790,55.507519,56.034130,30.992317,2778672
2004-03-15,55.706779,55.706779,54.226578,54.553928,30.173632,2426596
2004-03-16,55.251331,55.792175,54.511230,55.123238,30.488518,2652484
2004-03-17,54.867050,56.432648,54.867050,55.806408,30.866371,2543228
2004-03-18,55.678314,56.076828,55.436356,55.906036,30.921471,1980159
2004-03-19,55.906036,56.219154,55.635612,55.721012,30.819139,2820758
2004-03-22,55.052074,55.493286,53.358383,53.699966,29.701309,3141639
2004-03-23,54.311974,56.176456,54.084251,55.535988,30.716812,3325231
2004-03-24,55.294029,56.190689,54.952446,55.621384,30.764038,2820337
2004-03-25,55.877571,57.315071,55.735245,56.859627,31.448915,2151384
2004-03-26,56.589207,57.058884,56.076828,56.560741,31.283598,1475897
2004-03-29,56.987720,58.211735,56.930790,57.870148,32.279934,2795886
2004-03-30,57.642426,57.784752,57.229675,57.428932,32.033833,1852495
2004-03-31,57.528564,57.613960,56.916557,57.329304,31.978262,1199843
2004-04-01,57.343536,58.709877,57.343536,57.685123,32.176731,1506601
2004-04-02,58.254433,59.549606,58.254433,58.909134,32.859474,1919032
2004-04-05,58.837971,59.037228,57.827450,58.453690,32.605442,1933787
2004-04-06,58.297131,58.923367,58.026707,58.923367,32.867420,1273968
2004-04-07,58.467922,58.624481,57.414703,57.969776,32.335518,1418213
2004-04-08,58.482155,58.752575,57.599728,58.040939,32.375210,1234903
2004-04-12,58.040939,59.336117,57.998241,58.923367,32.867420,1141386
2004-04-13,59.279186,59.378815,57.770519,58.055172,32.383141,2238859
2004-04-14,57.870148,59.578072,57.870148,58.354061,32.549862,1919313
2004-04-15,58.823738,59.022995,57.998241,58.510620,32.637196,2078102
2004-04-16,58.937599,59.350349,58.410992,59.336117,33.097664,1680426
2004-04-19,59.321884,59.478443,58.638714,59.350349,33.105587,1460440
2004-04-20,59.264954,59.677700,57.742054,57.742054,32.208496,1401913
2004-04-21,57.357773,58.197498,56.660370,58.154800,32.438721,2131430
2004-04-22,58.154800,60.133148,57.941311,59.578072,33.232613,1983461
2004-04-23,58.966064,60.360870,58.140568,58.923367,32.867420,1479270
2004-04-26,59.250721,60.090450,59.151093,59.364582,33.113541,1619229
2004-04-27,59.563839,60.417801,59.193790,59.606537,33.248497,2041145
2004-04-28,59.222256,59.407280,58.055172,58.240196,32.486347,1846944
2004-04-29,58.311363,58.439457,55.507519,56.461109,31.493971,4200258
2004-04-30,56.930790,57.115814,56.091061,56.489574,31.509855,2724642
2004-05-03,57.030418,57.058884,56.147991,56.660370,31.605133,2251084
2004-05-04,56.916557,57.571262,56.304550,57.471630,32.057652,2420553
